"","from_id","from_name","message","created_time","type","link","id","story","likes_count","comments_count","shares_count"
"1","136845026417486","柯文哲","早安，今天是端午節，大家難免又要戰一下哪一種粽子比較好，雖然我是臺北市長，但我想是這樣啦，不管是鹹中帶香的北部粽，還是口感Q彈的南部粽，只要好吃都是好粽。
  
只是身為醫師還是免不了要嘮叨幾句，再好吃的粽子，也不要吃太多！

#端午節快樂
#包粽初體驗
#會開刀不代表會包粽子
　  
｜水岸臺北2017端午嘉年華
時間：上午10時至下午5時（今日最後一天）
地點：大佳河濱公園（大直橋下）
活動內容：龍舟總決賽、立蛋挑戰","2017-05-30T01:25:45+0000","photo","https://www.facebook.com/DoctorKoWJ/photos/a.136856586416330.19357.136845026417486/1034182250017088/?type=3","136845026417486_1034182530017060","柯文哲 added 3 new photos — celebrating Dragon Boat Festival.",21136,217,122
"2","136845026417486","柯文哲","端午節前夕，剛好有機會回家一趟，看看已經完工的世大運場館，也體會故鄉民眾的熱情。

林智堅市長很用心，在八十年歷史的新竹市立動物園休園整修前，邀請我做封園前的最後巡禮。我已經將近五十年沒有踏進這個老地方，進來逛一圈，兒時的回憶全部湧上心頭。

身為新竹子弟，很感謝新竹縣、市政府對於世大運場館的協助，我也答應林市長，在新竹市立動物園整修期間，臺北市一定會在技術及動物安置上給予全力支持。

明年完工後，再抽空回來逛一逛！
　
｜世大運新竹縣市場館一覽表
<ed><U+00A0><U+00BC><ed><U+00BF><U+0080> 新竹市立體育館（比賽項目：籃球）
<ed><U+00A0><U+00BC><ed><U+00BF><U+0090> 國立清華大學體育館（比賽項目：排球）
<ed><U+00A0><U+00BC><ed><U+00BF><U+0085> 新竹縣體育館（比賽項目：武術、柔道）
<U+26BD><U+FE0F> 新竹縣第二運動場（比賽項目：足球）
<ed><U+00A0><U+00BC><ed><U+00BF><U+008A> 新竹縣游泳館（比賽項目：水球）","2017-05-29T10:09:09+0000","photo","https://www.facebook.com/DoctorKoWJ/photos/a.136856586416330.19357.136845026417486/1033707586731221/?type=3","136845026417486_1033713786730601","柯文哲 added 3 new photos.",8352,95,55
"3","136845026417486","柯文哲","【讓BOT回歸初衷】

BOT這個名詞已被污名化，究其原因，就是掛羊頭賣狗肉，「商業設施極大化、公共設施極小化」，結果BOT蓋出來的公共建設，都變成百貨公司。

因此，我要求全面重訂BOT的SOP，不再以政府零支出或最大收益為導向，改正過去BOT「商業極大化」與「土地開發」的邏輯思維，以最大社會公益為目標來設計BOT案。

內科2.0計劃中的「內科之心」，是我上任後第一件BOT，也是全臺灣第一個以創新創業育成中心做為主體的BOT開發案，我們要在這裡建立一個新創事業支援基地，裡面有co-working space（共用工作空間）、maker space（自造實驗空間），讓年輕人在這裡盡情揮灑創意，帶動產業升級。

與過往好大喜功的基礎建設不同，這個BOT案經過兩年籌劃，並深度調查內湖地區的產業需求，是港湖整體發展戰略中的一環，我希望「內科之心」能為內湖引進源源不絕的創新能量，為未來50年的發展打下基礎。

#改變開始成真","2017-05-29T02:30:00+0000","video","https://www.facebook.com/DoctorKoWJ/videos/1033518340083479/","136845026417486_1033518340083479",NA,16135,306,599
"4","136845026417486","柯文哲","奮力一踢，We are ready.

Taipei 2017 Universiade - 世大運
#場館全數完工
#這次我們回家比賽
#足球是我們的好朋友","2017-05-28T09:31:57+0000","photo","https://www.facebook.com/DoctorKoWJ/photos/a.136856586416330.19357.136845026417486/1033078323460814/?type=3","136845026417486_1033078323460814","柯文哲 at 新竹縣立第二體育場.",8638,125,50
"5","136845026417486","柯文哲","興建公宅會造成周遭房價下降、影響生活品質？

為避免這些問題，臺北市政府一直用最高標準來興建和管理所有的公共住宅，以前衛的建築設計實現城市美學，並引入智慧城市的各種內容，未來在公共住宅內，每位住戶都能體驗到最尖端的居家科技。

政府現階段沒辦法讓每個市民買得起房子，但最起碼要讓市民有地方住，而且有一定的居住品質。看到一棟棟公宅在艱辛的溝通後開工，我相信落實居住正義，會漸漸成為市民朋友們共同信仰的進步價值。
  
#改變開始成真
#北投奇岩公宅2019年完工","2017-05-28T03:00:15+0000","photo","https://www.facebook.com/DoctorKoWJ/photos/a.136856586416330.19357.136845026417486/1032926866809293/?type=3","136845026417486_1032928153475831","柯文哲 added 3 new photos.",8240,178,132
"6","136845026417486","柯文哲","育達家商的孩子們為了參加臺灣網界博覽會競賽，策劃了人物訪問作為主題，但尋找訪問對象的過程中卻不斷碰壁，最後找到我，我欣賞他們的熱情，所以答應受訪，他們也不負眾望獲得好成績。

前幾天他們特別來市府感謝我，但我認為成功的關鍵是他們沒有被過程中的挫折擊垮，不放棄任何機會，努力展現自己學習的價值，還有老師一路的支持和陪伴。

技職教育是我們應該加強的部份，我們要讓所有的孩子們，都有發光發熱的機會。","2017-05-27T05:24:33+0000","photo","https://www.facebook.com/DoctorKoWJ/photos/a.136856586416330.19357.136845026417486/1032335950201718/?type=3","136845026417486_1032335950201718",NA,13164,125,165
"7","136845026417486","柯文哲","Taipei in motion！

國際舞臺上，臺北能跳多高？

所有能量準備就緒，讓我們一起張開雙手，用不同角度的臺北，迎接整個世界。

Taipei 2017 Universiade - 世大運
#TaipeiInMotion
#我們準備好了","2017-05-26T02:00:22+0000","video","https://www.facebook.com/taipei2017/videos/789474204561519/","136845026417486_1031609940274319","柯文哲 shared Taipei 2017 Universiade - 世大運's video.",19980,292,0
"8","136845026417486","柯文哲","【今天回收塑膠袋了嗎？】

臺灣每年使用超過180億個塑膠袋，每人每天平均使用2.7個，是歐盟國家的4倍。

這個數字相當驚人。這些塑膠袋不僅焚燒後產生有毒物質，難以分解的特性，更使塑膠製品成為臺灣周遭海洋廢棄物的最大宗，嚴重影響海洋生態。

因此，我呼籲市民朋友動手「減塑」，加入回收塑膠袋的行列，只要是單一材質、乾淨無油污的塑膠袋，都可以回收再製成工具箱、花盆等非裝盛食物的塑膠製品，讓塑膠製品永續利用，也減少對環境衝擊。

我是個SOP狂，所以回收塑膠袋也有SOP，為了救地球，大家照著做就對了！

#宜居永續臺北城
　
｜辨識可回收塑膠袋3步驟
1<U+FE0F><U+20E3> 觀察塑膠袋透光度，能透光的塑膠袋才可回收。
2<U+FE0F><U+20E3> 包裝袋裡沒有會反光的鋁箔銀膠，才可回收。
3<U+FE0F><U+20E3> 沒有油漬血水的塑膠袋，才可回收。","2017-05-25T08:33:10+0000","photo","https://www.facebook.com/DoctorKoWJ/photos/a.136856586416330.19357.136845026417486/1031118613656785/?type=3","136845026417486_1031118613656785",NA,17273,271,2958
"9","136845026417486","柯文哲","這是一個歷史性的時刻。

我常說，「不要怕有衝突，但要有解決衝突的機制」，臺北市政府聲請釋憲，就是一種態度：一種促成社會理性論辯、走向進步價值的態度。

#Lovewins
#Rainbowpride

（圖：金牌霖／攝）","2017-05-24T08:35:44+0000","photo","https://www.facebook.com/DoctorKoWJ/photos/a.136856586416330.19357.136845026417486/1030430673725579/?type=3","136845026417486_1030430673725579",NA,56261,541,931
"10","136845026417486","柯文哲","極端氣候帶來的洪水、熱浪、暴雨、乾旱，造成世界各地面臨不是水太多，就是水太少的困境，臺北市也不例外。

過去政府編列了龐大的預算在防洪治水上，但真正前瞻的思維，應當是創造一個與水共存的「海綿城市」，來作為治水政策的核心。

因此我上任後，便積極將路面、人行道改用先進的透水鋪面設計，讓雨水更容易滲入土壤，夏季高溫時，水分蒸發後還能降溫減緩熱島效應，兩年來，臺北市的透水鋪面已經施作超過12萬平方公尺。

另外，過去一下雨就常常積水成災的文山區，我們也透過上游保水、中游減洪、下游防洪的整體規劃，完成排水分流與滯洪池工程，大幅降低淹水的風險，這些建設與改變不容易被外界看見，卻是提升居住品質的關鍵。

我們可以選擇要留給下一代什麼樣的臺北，而我的選擇是：創造宜居永續的生活環境，逐步實現一個安全、生態、親水的海綿城市。

#海綿城市  #宜居永續臺北城
#改變開始成真
　
｜深入了解更多「海綿城市」 
https://youtu.be/J8Xhl428RVs","2017-05-22T07:06:40+0000","video","https://www.facebook.com/DoctorKoWJ/videos/1027322057369774/","136845026417486_1027322057369774",NA,21894,571,1801
"11","136845026417486","柯文哲","周裕穎是來自臺灣的新銳設計師，曾經拿下北市府主辦的「臺北好時尚」連續兩年冠軍，也曾帶著自己的品牌前進紐約時裝周，讓時尚圈為之驚艷。

如今，周裕穎用三套結合臺灣傳統立體刺繡元素的時尚作品，贏得各國時尚編輯青睞，代表臺灣進軍「世界新銳服裝設計師大賽」，目前正進入線上投票階段，需要大家的幫忙。

雖然我的時尚感很「土」，但能夠代表臺灣比賽的作品，實力一定不容小覷，接下來，就麻煩大家在6月1日前，點下方連結中的愛心圖形投票支持，讓臺灣的設計，能在世界舞臺上脫穎而出。
　
｜投票網址（每天皆可投票）
http://ellefashionnow.com/en/designer/38","2017-05-21T08:03:11+0000","link","http://ellefashionnow.com/en/designer/38","136845026417486_1028367073931939",NA,6984,106,276
"12","136845026417486","柯文哲","來分享一個冷知識：根據統計，每個人每天花在搭乘捷運的時間，平均是28分鐘，一年下來就累積了170個小時。

這麼長的通勤時間，多數人的習慣是掛上耳機、滑手機。如果離開這個虛擬的小框框，讓我們用這170個小時來養成一個新的習慣，你會做什麼呢？

臺北捷運最近在中山站就設計了「習慣販賣店」，把抽象的習慣變成一種創意小物，每天限時限量免費送給通勤族，例如代表守時的紙手錶、代表閱讀的袖珍書、代表好脾氣的壓小人杯墊<U+22EF>等。

就像我常說的「改變臺北從文化開始」，現在就開始搭捷運，天天培養一個新的習慣，創造新的捷運文化，翻轉一成不變的通勤生活吧！

台北捷運 捷客粉絲團
#臺北捷運21年  #搭捷運養好習慣
　
｜習慣販賣店
營業時間：即日起至6月2日
習慣小物限量送：平日13時，假日11時及15時
測測適合你的好習慣 <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> http://www.21goodhabit.com.tw","2017-05-20T10:26:11+0000","photo","https://www.facebook.com/DoctorKoWJ/photos/a.415511451884174.1073741827.136845026417486/1027764253992221/?type=3","136845026417486_1027764287325551","柯文哲 added 3 new photos — at 捷運中山站.",14969,164,288
"13","136845026417486","柯文哲","為了世大運，我們把球場變成游泳池了！

過去不少大型國際賽事，都會斥資重金興建專用游泳場館，但賽會結束後難以維護，甚至變成蚊子館。這一次，我們引進「活動式游泳池」的全新技術，只花60天就將國立體育大學綜合體育館，改裝成為游泳及水球競賽場館，不僅大幅節省經費，比賽結束後還能拆卸移至其他地點重複使用，規格也都符合國際泳協（FINA）與國際大學運動總會（FISU）標準。

用說的不準，現在透過縮時攝影，一起來看看這個符合國際標準的活動式游泳池，是如何「拼」出來的！

#這次我們回家比賽
Taipei 2017 Universiade - 世大運
　
｜世大運游泳測試賽
時間：2017年6月29日至7月2日
地點：國立體育大學綜合體育館
更多詳情請點 <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> https://goo.gl/bo625Q","2017-05-19T05:00:00+0000","video","https://www.facebook.com/DoctorKoWJ/videos/1026946404074006/","136845026417486_1026946404074006",NA,88460,1898,11211
"14","136845026417486","柯文哲","#向搶修人員致敬

八德、光復南路口的路面沉陷意外，在市府、臺電等單位的努力下，搶修進度超前，提前於今天下午5時正式恢復雙向通行。

首先，我要感謝市民這段期間的容忍與體諒，也要感謝這些日子，在現場日以繼夜搶修的臺電和市府各單位工程人員。施工過程中，一度面臨豪大雨的考驗，但他們仍舊堅守崗位，與時間賽跑。

看到平整的路面、順暢的車流，我相信這些努力都是值得的，市府也會請臺電做好安全評估，避免未來施工時，再次發生工程意外。","2017-05-18T09:29:12+0000","photo","https://www.facebook.com/DoctorKoWJ/photos/a.136856586416330.19357.136845026417486/1026384780796835/?type=3","136845026417486_1026386154130031","柯文哲 added 2 new photos.",11567,179,104
